"accountNo","allowZeroQuantities","allowZeroValues","altDescription","canGLAccountBeDeleted","checkAccount","conCanGLAccountBeDeleted","currencyChanged","description","displayInTranLedger","doesRequireFCRevaluation","entryTimeStamp","entryUser","getAccountCodeWeb3D","getAccountNo","getAccountNoPadded","getAllSegments","getAlternateNumber","getAssignedSecurityTeam","getFCReportingRateType","getFirstMoveDate","getMasterfilesString","getModuleCurrentPeriod","getName","getObjectDisplayText","getSegment","getTreesString","getUnrealisedGainLossAccount","gtGetOwnerModule","isAcctInRetainedEarningsRange","isAddTotalsToRetainedEarnings","isAllowedReconciliation","isBalanceSheetAccount","isConMethodTransaction","isCreditAccount","isDebitAccount","isEliminationAccount","isInactive","isMonetaryItem","isPosting","isPrintingInDetail","isProfitLossAccount","isQuantityAccount","isReadyForDeletion","isTranslationAtTransaction","modifiedTimeStamp","modifiedUser","myARPrepareStatement","myAccountSign","myAccountType","myAdvanceReceiptControl","myAllowedRecAssignSecurityTeam","myAllowedRecGLControl","myAssignedSecurityTeam","myBankAccount","myBankGLControl","myCashAnalysis","myCreditorsGLControl","myCurrency","myDebitorsGLControl","myDiscountAllowedGLControl","myDiscountReceivedGLControl","myEliminationConCompany","myExchangeVarianceGLControl","myFACapProfitGLControl","myFACostGLControl","myFADepnRecovGLControl","myFADepreciationGLControl","myFADisposeClearGLControl","myFALossSaleGLControl","myFALossWOffGLControl","myFAProvDepnGLControl","myFAPurchClearGLControl","myFARevalReserveGLControl","myFCRateType","myForeignGLControl","myGLControl","myINManufCostVarGLControl","myINPurchCostVarGLControl","myINSalesCostVarGLControl","myInputTaxGLControl","myKeepTransactions","myMostFuturePeriodSummary","myOffsetControl","myOutputTaxGLControl","myParentMDAObject","myReconciliationType","myRetainedEarningsGLControl","myRevaluationCurrency","myStatus","mySuspenseGLControl","myTaxClass","myTaxCode","myUnrealisedGainLossGLAccount","myWithholdingTaxGLControl","needToCalculateTranslationBal","notes","oid","reCalculateOpeningBalances","securityLevel","shortCode","spreadCode","statActualRate","statBudgetRate","statUnit","useFCHistoricalRates","useFCRevaluation"
"01.82.340.000.0000",true,true,,You cannot delete this account as it is used in a transaction tree query,,,,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:15:01.573,Murray.Cowdell,"01.82.340.000.0000","01.82.340.000.0000","01.82.340.000.0000","0000310.0000000707 (t)",,"0008994.0000000041","0000000.0000000000",,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.82.340.000.0000,GL Account [01.82.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:20:56.424,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000026","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002655710","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009748",,0,,,0,0,,false,false
"01.85.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:16:44.684,Murray.Cowdell,"01.85.340.000.0000","01.85.340.000.0000","01.85.340.000.0000","0000310.0000000708 (t)",,"0008994.0000000017","0000000.0000000000",2012-04-27,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.85.340.000.0000,GL Account [01.85.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:21:12.733,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000011","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002660495","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009750",,0,,,0,0,,false,false
"01.86.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2012-01-05 16:17:27.59,Murray.Cowdell,"01.86.340.000.0000","01.86.340.000.0000","01.86.340.000.0000","0000310.0000000709 (t)",,"0008994.0000000018","0000000.0000000000",2012-06-29,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.86.340.000.0000,GL Account [01.86.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-17 12:10:19.301,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000012","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002661385","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000009751",,0,,,0,0,,false,false
"01.23.306.101.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,CONTRACTORS,false,false,2018-02-06 00:00:00.0,,"01.23.306.101.0000","01.23.306.101.0000","01.23.306.101.0000","0000310.0000000710 (t)",,"0008994.0000000055","0000000.0000000000",2013-01-31,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.306.101.0000,GL Account [01.23.306.101.0000] [] [CONTRACTORS],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA SALARIES, SALARIES & ONCOSTS
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:25:55.475,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002561871","0000000.0000000000","0000000.0000000000","0004708.0000000550","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010465",,0,,,0,0,,false,false
"01.23.325.701.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,WORKCOVER,false,false,2018-02-06 00:00:00.0,,"01.23.325.701.0000","01.23.325.701.0000","01.23.325.701.0000","0000310.0000000711 (t)",,"0008994.0000000055","0000000.0000000000",2012-07-31,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.325.701.0000,GL Account [01.23.325.701.0000] [] [WORKCOVER],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA SALARIES, SALARIES & ONCOSTS
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:27:04.504,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002561959","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010481",,0,,,0,0,,false,false
"01.23.501.501.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TAXIS,false,false,2018-02-06 00:00:00.0,,"01.23.501.501.0000","01.23.501.501.0000","01.23.501.501.0000","0000310.0000000712 (t)",,"0008994.0000000055","0000000.0000000000",2012-12-05,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.501.501.0000,GL Account [01.23.501.501.0000] [] [TAXIS],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:26:10.033,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002562311","0000000.0000000000","0000000.0000000000","0004708.0000000654","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010598",,0,,,0,0,,false,false
"01.23.520.101.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,ACCOMMODATION - DOMESTIC,false,false,2018-02-06 00:00:00.0,,"01.23.520.101.0000","01.23.520.101.0000","01.23.520.101.0000","0000310.0000000713 (t)",,"0008994.0000000055","0000000.0000000000",2012-09-17,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.520.101.0000,GL Account [01.23.520.101.0000] [] [ACCOMMODATION - DOMESTIC],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:26:17.284,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002562344","0000000.0000000000","0000000.0000000000","0004708.0000000701","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010603",,0,,,0,0,,false,false
"01.23.520.301.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,ENTERTAINMENT - INC. NON STAFF,false,false,2018-02-06 00:00:00.0,,"01.23.520.301.0000","01.23.520.301.0000","01.23.520.301.0000","0000310.0000000714 (t)",,"0008994.0000000055","0000000.0000000000",2013-07-17,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.520.301.0000,GL Account [01.23.520.301.0000] [] [ENTERTAINMENT - INC. NON STAFF],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:26:42.896,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002562366","0000000.0000000000","0000000.0000000000","0004708.0000000797","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010607",,0,,,0,0,,false,false
"01.23.520.501.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,FLIGHTS - DOMESTIC,false,false,2018-02-06 00:00:00.0,,"01.23.520.501.0000","01.23.520.501.0000","01.23.520.501.0000","0000310.0000000715 (t)",,"0008994.0000000055","0000000.0000000000",2012-09-17,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.23.520.501.0000,GL Account [01.23.520.501.0000] [] [FLIGHTS - DOMESTIC],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:26:34.386,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000043","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002562377","0000000.0000000000","0000000.0000000000","0004708.0000000630","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000010610",,0,,,0,0,,false,false
"01.81.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2018-02-06 00:00:00.0,,"01.81.340.000.0000","01.81.340.000.0000","01.81.340.000.0000","0000310.0000000716 (t)",,"0008994.0000000057","0000000.0000000000",2013-04-30,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.81.340.000.0000,GL Account [01.81.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:20:46.22,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000045","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002653631","0000000.0000000000","0000000.0000000000","0004708.0000001200","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000011065",,0,,,0,0,,false,false
"01.81.440.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,SUNDRY EXPENSES,false,false,2018-02-06 00:00:00.0,,"01.81.440.000.0000","01.81.440.000.0000","01.81.440.000.0000","0000310.0000000717 (t)",,"0008994.0000000057","0000000.0000000000",2013-11-26,"Tran Tree: Product, Project","0002564.0000000010",GLAccount 01.81.440.000.0000,GL Account [01.81.440.000.0000] [] [SUNDRY EXPENSES],,"Account Tree: Active, ADMINISTRATION, Budget Check, OLAA SUNDRY, OTHER EXPENSES
Tran Tree: Product, Project","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,false,2017-01-31 15:48:23.151,Ann.Perera,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000045","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002653862","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000041","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000011118",,0,,,0,0,,false,false
"01.49.325.701.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,WORKCOVER,false,false,2018-02-06 00:00:00.0,,"01.49.325.701.0000","01.49.325.701.0000","01.49.325.701.0000","0000310.0000000718 (t)",,"0008994.0000000062","0000000.0000000000",2013-12-31,,"0002564.0000000010",GLAccount 01.49.325.701.0000,GL Account [01.49.325.701.0000] [] [WORKCOVER],,"Account Tree: Active, Budget Check, EMPLOYEE BENEFITS EXPENSE, OLAA SALARIES, SALARIES & ONCOSTS","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:27:42.006,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002620716","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000012473",,0,,,0,0,,false,false
"01.49.340.000.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,TRAINING & DEVELOPMENT,false,false,2018-02-06 00:00:00.0,,"01.49.340.000.0000","01.49.340.000.0000","01.49.340.000.0000","0000310.0000000719 (t)",,"0008994.0000000062","0000000.0000000000",2014-07-17,,"0002564.0000000010",GLAccount 01.49.340.000.0000,GL Account [01.49.340.000.0000] [] [TRAINING & DEVELOPMENT],,"Account Tree: Active, Budget Check, OLAA STAFF TRAIN, OTHER EXPENSES, TRAINING","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-02-06 15:19:37.245,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002620760","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000012487",,0,,,0,0,,false,false
"01.49.501.301.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,ENTERTAINMENT - STAFF,false,false,2018-02-06 00:00:00.0,,"01.49.501.301.0000","01.49.501.301.0000","01.49.501.301.0000","0000310.0000000720 (t)",,"0008994.0000000062","0000000.0000000000",2014-03-31,,"0002564.0000000010",GLAccount 01.49.501.301.0000,GL Account [01.49.501.301.0000] [] [ENTERTAINMENT - STAFF],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:27:49.737,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002620914","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000012585",,0,,,0,0,,false,false
"01.49.520.101.0000",true,true,,Account has transactions assigned - cannot be deleted,,,You cannot change the currency for this GLAccount as it has transactions,ACCOMMODATION - DOMESTIC,false,false,2018-02-06 00:00:00.0,,"01.49.520.101.0000","01.49.520.101.0000","01.49.520.101.0000","0000310.0000000721 (t)",,"0008994.0000000062","0000000.0000000000",2013-06-30,,"0002564.0000000010",GLAccount 01.49.520.101.0000,GL Account [01.49.520.101.0000] [] [ACCOMMODATION - DOMESTIC],,"Account Tree: Active, Budget Check, OLAA TRAVEL, OTHER EXPENSES, TRAVEL","0000000.0000000000","0002389.0000000001",false,true,false,false,false,false,true,false,true,true,false,true,true,false,true,false,2017-03-06 16:27:57.46,Talha.Ali,"0000000.0000000000","0002162.0000000074","0002162.0000000071","0000000.0000000000","0000000.0000000000","0000000.0000000000","0008995.0000000050","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002547.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002389.0000000001","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000063","0002607.0002620958","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0002162.0000000044","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000","0000000.0000000000",false,,"0002557.0000012595",,0,,,0,0,,false,false
